,S&P 500,VIX
2018-09-28,2913.97998046875,12.119999885559082
2018-10-01,2924.590087890625,12.0
2018-10-02,2923.429931640625,12.050000190734863
2018-10-03,2925.510009765625,11.609999656677246
2018-10-04,2901.610107421875,14.220000267028809
2018-10-05,2885.570068359375,14.81999969482422
2018-10-08,2884.429931640625,15.6899995803833
2018-10-09,2880.340087890625,15.949999809265137
2018-10-10,2785.679931640625,22.959999084472656
2018-10-11,2728.3701171875,24.979999542236328
2018-10-12,2767.1298828125,21.309999465942383
2018-10-15,2750.7900390625,21.299999237060547
2018-10-16,2809.919921875,17.6200008392334
