,SPY,IVV,VTI,VOO,QQQ,VEA,IEFA,AGG,IEMG,VTV,VWO,BND,VUG,IJR,IWM,IWF,IJH,VIG,GLD,EFA,IWD,VO,VXUS,VB,VCIT,VGT,XLF,LQD,BNDX,VCSH,XLK,ITOT,VNQ,VYM,VEU,IVW,BSV,EEM,DIA,SCHX,USMV,IWR,IWB,IAU,IXUS,TIP,RSP,XLV,SCHF,MBB,IGSB,XLE,SCHD,VBR,VV,IVE,MUB,MDY,HYG,XLI,ARKK,SCHB,VT,QUAL,XLY,SDY,SHY,EMB,PFF,DVY,DGRO,VGK,ESGU,SCHP,JPST,IWN,ACWI,GOVT,VXF,SCHA,VLUE,VBK,GDX,SLV,SHV,VMBS,IWP,MINT,VHT,SCZ,BIV,MTUM,VOE,SCHG,IWS,IEF,EFV,XLC,VTIP,IUSB
2018-06-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-20,0.0017059774596985822,0.0020812270390915266,0.0022995446739795256,0.0018094027205315388,0.007102287926437745,0.0020608086732534225,-0.0006262268750415467,-0.001886773741638037,0.004705486382770019,-0.00037785387922284475,0.003241329651690661,-0.002276983887641193,0.004501607387158435,0.007793301426180843,0.008065900249316416,0.0035381670600518333,0.004961603031791162,0.0001929349510894074,-0.004470206141434896,0.0007404710343039689,0.00032617490640229896,0.004276537148485637,0.0029065265672383322,0.006946061354166311,-0.002636156389960287,0.0027658601114999293,-0.0025594140693424583,-0.005584931802056103,0.00018261772031391565,-0.0006410506031095942,0.0020997567152460928,0.0028171564499255286,0.011153577634915202,-0.0002362289700267306,0.0015133809381091545,0.003418217986892902,-0.0007675543940317553,0.004327899821557679,-0.0017012070506565724,0.002260822156825215,-0.0005597839675421934,0.003932787300264584,0.002264920948112259,-0.004088245211120056,0.002313213917252366,-0.0027592757214370822,0.0028079005962784453,0.002120998911805616,0.0015026344157962335,-0.0020207508387041218,-0.00048246335207602353,0.004415562636757464,-0.00019871236397872583,0.00568424089184294,0.001962647542284035,-8.92861743339024e-05,-0.00045910087700407054,0.004915064889547738,0.0010466301604095118,0.0006827089141538956,0.020033783497735103,0.0031147867062308876,0.003476704964159527,-0.0010527836547931102,0.004741557630147941,0.002367237665121147,-0.00048030771822848983,0.0021661755624056145,-0.0013302645648605171,0.000709228262940842,-0.0008563692196836836,0.00017369909924092042,0.0035304841265062503,-0.0029270830388359315,0.0,0.007053443581782837,0.0023608043183640515,-0.0024449204235263977,0.0060949658128290896,0.007118161608589357,0.0016385929148501344,0.007898958963965752,-0.005895540217937034,-0.0013020510765872073,-9.057047592542222e-05,-0.001559429527464129,0.0040504324957308935,0.0,0.004415201297172766,-0.0007847289479213648,-0.0026012513905883106,0.005467138147622119,0.002850840809222044,0.004126802103276539,0.0040324363391353035,-0.0032306428584142344,-0.0007754067394194486,0.012410098200652753,-0.0006159290634416559,-0.0012173779697417508
2018-06-21,-0.006268915508334527,-0.006911605021701961,-0.006882582563197737,-0.006242411831424821,-0.008688325179933676,-0.006855520194795739,-0.006422335894160969,0.00028355493906029317,-0.013675641913066139,-0.005482518748863852,-0.014077941913941183,0.0005071048391798172,-0.008053670985469052,-0.00992603535327985,-0.00935436886316443,-0.007119166426607926,-0.006932265628562417,-0.005014873840442857,-0.001746208886931444,-0.007103733035102366,-0.005949411415453687,-0.007590847690167379,-0.009237421753207853,-0.009756868042090638,-0.0004806045607382847,-0.008858010998572863,-0.0029325927285670517,-0.0007898148945619798,0.0003656190240766133,0.0002565425998148907,-0.0076837122626893795,-0.007023546967769079,0.004763123179101214,-0.006617068417130723,-0.008120875603086497,-0.0069333590998028605,0.0005119924953305155,-0.014061936591692858,-0.007952560799106112,-0.006616639651802925,-0.002800109265914452,-0.007097230297642976,-0.006973580578336969,-0.002463110500314114,-0.008572271403073484,0.0017848441695675898,-0.005793228245894455,-0.0057621296580269155,-0.007500719287897639,0.0006748948964259149,0.00028961774119196093,-0.01851625189745887,-0.00456886383370303,-0.007440923966058222,-0.006581532894796349,-0.0055476473347905175,0.0012856681468129683,-0.007006966657206015,-0.0020912771922276807,-0.012554593195072683,-0.023774998632452027,-0.007540890965632152,-0.008262072338922288,-0.007609536203203149,-0.0071231137651389664,-0.0053673636335048736,0.0006003144021118345,0.003665033620624536,-0.0005332880129257367,-0.005161967012232704,-0.005141210748088376,-0.008504064446336224,-0.006066247927801194,0.0020184295503107297,0.00019902210957645217,-0.007519963235920635,-0.00748143538694146,0.002042633335199051,-0.009742096038055759,-0.01060193349534333,-0.00712764823274592,-0.011344382323183022,-0.0004562334668499757,0.0013037486238864915,0.00036274673149927494,0.0007809724226435222,-0.008372635100095227,0.0,-0.007021169547938411,-0.008796751231080369,0.000620602305005935,-0.009208668716213841,-0.005330003452530541,-0.007063960076629572,-0.006135812708367938,0.0026518989885657707,-0.008925147496944508,-0.006129026421480721,0.0006163086658610428,0.0006092627273561746
2018-06-22,0.0018232930250376977,0.0020556054536813306,0.001427041568820453,0.0017777977394930478,-0.0022193967981374296,0.010717680021310017,0.01135121681387452,0.000944863461177281,0.00968668191608879,0.003136254844529951,0.00812826659590149,0.0006339246314590596,-0.00046590842515847886,-0.00023300970873785243,-0.003326027486579841,-0.0013655605039800678,0.0007029871324082393,0.00310184121681778,0.0024156041546103957,0.010582907773730943,0.0041813800090362285,6.868546780980367e-05,0.010590022938217203,-0.0006164189240609463,0.00048083565254586347,-0.005298127226907923,-0.004779293108858607,0.0012297107635703686,0.00018274269783113972,0.0,-0.003237973995094401,0.0007858928614710159,0.007859187958154434,0.00503339085675103,0.011424175737618336,-0.0015645085777538092,0.0001279584839370962,0.010351780757807072,0.004866906368297563,0.0015139538384894013,0.003556713825523472,0.0005571771436594375,0.0013005037777311657,0.0024691923940272087,0.010309155429421235,0.0014257325524904552,0.0026220771461278325,0.004494557988882875,0.010882498357167592,0.0001927646680977002,-0.00019286346309099756,0.019951366833168116,0.004589834161004003,0.001541214730603091,0.0017824762779414804,0.004948642959530014,-0.0010087691653791753,0.0008578199397017983,0.00011652848467780252,0.0034550320271635737,-0.012918290756604445,0.0017876956104989628,0.005969919575752991,0.0007080777505992231,-0.0017040046053031777,0.003885537613810275,0.00012018206866315495,0.005617727857724963,0.0015996519581733537,0.0030520634619970455,0.002009652656793204,0.013566619918335077,0.002216408217947885,0.0012817204250361591,0.0,0.0016341245701618767,0.005304406601646772,0.0004074471098196586,-0.001488026802246356,-0.0010582780409728043,-0.00023568542061280784,-0.003213736425725311,0.012323217432104183,0.00911460588880253,0.0,0.0003902213088389228,-0.003300513294171248,0.00019696980759187355,0.0027669690060692087,0.010935059788062418,0.0008687372808791061,-0.007258599141139799,0.002745643492906291,-0.0010348206506822777,0.0035921134983367686,0.00019572855187699467,0.013116623244278536,0.0043764324758317485,0.0010264659853793656,0.0004062079396425222
2018-06-25,-0.01361299451635034,-0.01363841690121248,-0.014040036347508167,-0.013842353818529274,-0.022530342674835557,-0.014061908357729691,-0.014341513924714944,-0.0005662588786121692,-0.012227221465446636,-0.008483620959569227,-0.013087360043870122,-0.00012657958824435767,-0.019245991113843397,-0.015508514456659794,-0.016326953914768683,-0.01791618490865743,-0.014503489041964523,-0.007923465204604407,-0.0037393797734436296,-0.013864350903900702,-0.00922603552169976,-0.01410208192387441,-0.01371606177636342,-0.01630375015672647,-0.00036090568331470507,-0.023134433701496593,-0.01071292958630432,-0.0009650931929798823,-0.0016441587698893256,-0.00012813311525083915,-0.020762556166007973,-0.013664089149906355,-0.002599090455146058,-0.00798939570273649,-0.014857019629208823,-0.017662385209257114,0.00038413662604130927,-0.013433440349813863,-0.013756997185467745,-0.013603336667253663,-0.003917152600457885,-0.012756948869037,-0.013507191621683678,-0.003284069035370041,-0.013495758435687288,0.00044478190412289287,-0.01094526280444963,-0.009184083167805723,-0.014054951386129666,0.00038537617667078194,0.00048225166645421425,-0.02009331483101595,-0.007548717866250998,-0.012280697036739174,-0.013681196733800527,-0.00841607427094404,0.00036724325080927933,-0.014266728722963973,-0.002327827866722143,-0.01267054918733046,-0.028320162677136662,-0.013979888368628512,-0.01426454769116725,-0.012731261352468048,-0.021739039573537178,-0.0026879423884851317,0.00036002488626607487,-0.0045624034958505755,-0.0010643767650205804,-0.0013185134763235018,-0.008023076958401432,-0.01444188515500855,-0.019539912149332928,0.00018281596195302008,9.977309874042994e-05,-0.011050184089811177,-0.014162747860344549,0.00040752785184783313,-0.016227829675293126,-0.016951440796585504,-0.014243584992267633,-0.020548061203681578,-0.007664613411318633,-0.008387104157478564,9.047385845306621e-05,0.0005847852195972614,-0.018714013071911118,0.000295634558235669,-0.010791760924854454,-0.01348180405230126,0.0003718898254507774,-0.022469960207490924,-0.008769494136366629,-0.017350643257860954,-0.009394909556733166,0.001371086675407529,-0.013140059989538933,-0.020597956308323062,-0.00020493442222047076,-0.0006088965080049968
2018-06-26,0.0022141813773211005,0.002386284150337481,0.002278467703040299,0.002199489336684124,0.004084752066284558,0.0011690656036342784,0.0012653290036244158,0.0016056453183093122,-0.004570628403632426,-0.00048055776056443733,-0.004025450847962575,0.001646263934243608,0.004889164307808613,0.006141434316537353,0.005815206803754469,0.0036209162086893176,0.0017285886663487293,9.713176580739002e-05,-0.0052547940330738285,0.0017948683846562563,0.000576764816695885,0.0014557474218570565,0.0012978987156126998,0.004863488962064011,0.0022838466710040084,0.005287191666396351,-0.003360953285815649,0.0033367919703248816,0.0,0.0011536617176586272,0.004038298807871321,0.0022224317703805063,0.003226467755316431,-0.0013221494079056484,0.0007732177438151133,0.0035082054426738285,0.00038336878391764806,-0.00392344359883956,0.0014854209354442371,0.001985548223387257,-0.0009225041145003443,0.0007517571995150352,0.001974791340802362,-0.005766115858228504,0.0006673524622913263,0.0014229267553851344,0.0009794090696910729,-0.003089610152269162,0.0012132218005678208,0.0010595141747955505,0.0005787412187592267,0.01262922551277268,-0.002300372939249229,0.0023405151903259647,0.0018440553421461559,0.00039074246416759273,-0.0001835167639567814,0.001542846173944179,-0.00011699310390644868,0.0037661595894109556,0.010598405194893967,0.0022269006304269645,0.0010921507289589627,0.0011634510984648294,0.00716258821801663,-0.00043124413577355636,0.0,-0.0014028849283780342,0.001332036525850011,0.0013516537656868,-0.0008418313749558592,-0.0008933713913490404,0.010054865088753973,0.0012799193284376287,-9.9763145062437e-05,0.004574782134759259,0.0014084433812768804,0.00040744403624248804,0.004544747934435378,0.005360783184875428,0.00142905573465546,0.006936175085489271,-0.002726119249174652,-0.0026024698861973894,9.03937041649705e-05,0.0001949205611198046,0.0011772141699584182,-9.82777673956825e-05,-0.0022314106496105213,0.0009534632381331676,0.0014871092490473803,0.004666529982507495,0.0007221246275055382,0.0032883087243638087,0.001580545724271687,0.0004889082370467257,0.0045037248548756015,0.0016579462946564316,0.0008204824179574022,0.0004058701481119975
2018-06-27,-0.008284274461702323,-0.008593452126061774,-0.009305931028694814,-0.008299816927837766,-0.013599162276842103,-0.009107910227854843,-0.009003366506460053,0.0017915768703264945,-0.019514128329614966,-0.0060594916931830944,-0.022111164481684376,0.0024025076121190203,-0.011397036958529672,-0.014049501799765274,-0.01602011491507116,-0.012349075757704608,-0.010926204812534479,-0.008765074211685153,-0.005701830395735241,-0.009405810776394574,-0.005682826966122545,-0.010680626157892337,-0.012407500727367515,-0.013755354101592121,0.002398513084389986,-0.015339914126319854,-0.0123640156160566,0.0034128973751736957,0.0020127366389213197,0.0012807548933628787,-0.013647334637581388,-0.009253355180633416,-0.0038346996462194083,-0.005536802040668531,-0.011978232441028913,-0.011591819550480942,0.001151422556162185,-0.019230718710429917,-0.006387227760528136,-0.008756941028840837,-0.007161857166806063,-0.010282647739474848,-0.008672273884659853,-0.005799477762558514,-0.01233744726486452,0.0032856194539865324,-0.008903328860183746,-0.008463521214066905,-0.007573495018967424,0.0019239424970101116,0.00019293464889291734,0.013410030094554326,-0.007281601234972568,-0.012039330115933056,-0.008563430434071817,-0.004088049940847327,0.0014687032625304575,-0.01092232869719545,-0.002100344158869172,-0.008059976030010851,-0.028839825154486354,-0.009522280198984268,-0.0094093440034837,-0.009704270491000533,-0.01294678434910601,-0.0050690377291394695,0.0006000485084605156,-0.001966978547876086,-0.000798276932124864,-0.0025565591281608846,-0.00813986697551905,-0.008585292439553971,-0.004684562946445481,0.003469751890031292,0.0001994656703634412,-0.01298909576759577,-0.009704602250813932,0.004071794985557986,-0.014493999176972028,-0.01598369212965678,-0.0077945853864717085,-0.016543399680637227,-0.006378097188182608,-0.01369863269354843,9.060142289563089e-05,0.001753784082675347,-0.015285667346446541,0.00019689216584151126,-0.01161697389460048,-0.01079536432297623,0.00284654860992406,-0.013934492055627024,-0.008299436480964428,-0.010530334761404414,-0.0074399637117096296,0.003812356616811119,-0.008772114218150828,-0.008721571768441683,0.0012295911899466994,0.0018268928882911872
2018-06-28,0.005717544673961905,0.0062703889944157876,0.00623844247960359,0.006092053832656541,0.008601754756136337,0.003535203801593445,0.0027095633677500786,-9.431612383603571e-05,0.007414776070083118,0.004257755359515114,0.009481954670333526,-0.0007566115301537168,0.00856205606067606,0.0026344004783520614,0.0030603594356470865,0.008569623762678003,0.004336281605397785,0.0014425045852797247,-0.003035930214138949,0.0037678872283506415,0.004804190044478185,0.005557471839135575,0.005062922807198333,0.005294827512410283,-0.0007176020343832024,0.011425822284536924,0.008725195042842637,-0.001308547054908682,-0.002191336263012489,-0.0002557813142243237,0.012234271119779372,0.0059582144285244,0.008940585252811495,0.004236054680617496,0.004888423146402587,0.007942648044852563,-0.0002558068041306205,0.00850464612045232,0.003981478881461609,0.006044657408783127,0.007403179698769913,0.00536079151565283,0.006163396911878838,-0.002499977747599247,0.004726598026857598,-0.0013276380533961962,0.004047345401964941,0.0013222967102834993,0.0024420610077307003,0.0,0.0,-0.0013232993950125227,0.003871066912598531,0.0031756049660740526,0.006296542084005985,0.004104830693721917,-0.0009164811224413594,0.004048947653089607,-0.002806422117857088,0.0014010321267774462,0.01169853491910433,0.006409135280740275,0.005093432917834484,0.007137783633427208,0.00785141539636447,0.004769821476280578,0.0,0.0019708551777315453,0.001864094841133035,0.0025631118752218462,0.0032240246792338834,0.001984508143986874,-0.0007564017551519031,-0.0007277439928896623,0.0,0.0001511755072447496,0.005254828104833464,-0.001622178545526709,0.004519754593955261,0.0049140248838548395,0.0009668041699133489,0.008267326803236053,0.005502058376821495,-0.0033068909466471563,-9.059321502136175e-05,-0.00019430317695601218,0.007641953035120608,-0.0001968534069477501,0.002902585453166129,0.0001604589886801122,-0.0011105402715892998,0.011268235194360487,0.0037296980807730584,0.007183757116412615,0.003634263275082761,-0.0009736268324818109,0.004326534816528227,0.009979799212407547,-0.00040936038406047537,0.0
2018-06-29,0.0014394997596092196,0.0008429867193240348,0.0007125154965543778,0.0025313275600511442,0.002687119663377313,0.007515425543876519,0.007312065885644037,0.0008472242388706253,0.01704435193540088,0.0004818278059646186,0.016377641784848684,-0.0002523601908964723,0.001403765584670369,-0.0032247968083811696,-0.0006711958429035381,0.001532344321502288,0.001130748408110449,0.0025653095927256064,0.003637288959023266,0.005555557597109351,0.000577022785997805,0.0014613054951542193,0.009328439702170455,-0.00012864872282447593,-0.00011996996144436611,0.0006068773700174113,0.0,0.0005241630401107145,0.0012810805169136685,-0.0008954111073845583,-0.00043168163041584773,0.0008004699728518805,0.0024616340855487806,0.0009644791475196257,0.008756676402608798,0.0010465628029125984,-0.000638338296580554,0.014991775472534608,0.002685144133960371,0.0012324686742635205,0.0016959939244352018,0.0010381033058712852,0.0010537758640580819,0.0041771252814912785,0.010248699052987309,0.0003544266989565781,0.0017697591614345143,0.0020410700964517137,0.0063946754662482785,0.00038415963939297804,-0.00048220384084474155,0.006227748332159111,0.00040597643486295354,-0.0002944284275592235,0.0008021070181560841,0.0004543020278295895,0.0004586234766399411,0.0011844195575760885,-0.002345128655456441,0.0020983825343694473,0.00022231547369244709,0.0006065298984458956,0.0049307784750405315,0.002402376004592588,0.0017413416982492436,0.00010762537822439633,-0.00023972265521399194,9.334535394001087e-05,0.0023924026840058676,-0.0005113291500147277,0.0014605771616880148,0.010623139063601128,0.007485880663709921,0.0,0.00031946787987169323,-0.0024197871724140896,0.004803887010128571,0.0004058757231812926,8.486164554666331e-05,-0.0006791750040304745,-0.002535595923143119,0.0010249202285148584,0.01732790504898607,0.005308555097949252,0.00027173230568244833,0.0001943409380176231,0.0011851495660106792,0.0,0.0013215396312911132,0.0067394404965861465,0.0002470040877278201,0.0019179344483499783,0.0010875933952396721,0.0009243256997035765,0.0013578329602437211,-0.0007796449512347259,0.005482703314332982,-0.0012101183051529407,0.0004095280286116054,-0.00020269248070436952
2018-07-02,0.0021381543126230973,0.002819991025637014,0.002421102143854492,0.001162327399083951,0.006699705332290584,-0.010722771674011478,-0.010099365872054178,-0.0009518762514523216,-0.011807404661597576,0.0014446286247000728,-0.010900317035970053,-0.0006202564045031389,0.003737883179609547,0.01042414262126723,0.006900144850147116,0.005563397270791581,0.0004106498523681612,0.0007869598718421855,-0.010029518972628937,-0.009108643353188173,-0.00041188275310199973,0.0006978169759637165,-0.010536196294424593,0.00398280296689868,-0.00048033803939750985,0.010473922228035892,0.004889316175093139,0.0001313369341056081,0.0010611356733249977,0.00032054201045883524,0.00892462803612748,0.0031988688315247593,-0.005524841117368839,-0.0004816742905768834,-0.009645066341456121,0.005903525730792891,-0.000333115045165866,-0.009923839475812657,0.0,0.0026158417661970024,0.0015049471441335172,0.0012726048042814853,0.002697868588483976,-0.009983430504438284,-0.011641493154250893,0.0003649166223937961,-0.0003926725382735752,0.0031153460734556493,-0.009984835888330545,-0.001423704499218914,-6.759040753756551e-05,-0.014748564120522056,-0.0016229922057512391,0.0024302564665501514,0.002805285554692283,-0.0009081172395314363,-0.0003402361759968775,0.00011271516280420002,0.0009564907401344858,0.002233917732661128,0.013783887763673341,0.0027277910752669943,-0.0035434364215739533,0.00023976738246367368,0.0013724410489599492,-0.001294302904264022,-0.00012027218771093473,-3.740027107013155e-05,0.00530365697678592,-0.0005114174088184376,0.002041956921480459,-0.008017168608496772,-0.007781034816331078,0.0011685217364538758,0.00019984511400017446,0.005988474117311293,-0.002952841533094497,-0.0016671676608307484,0.004923578134141016,0.005980543055323695,0.002179006520789617,0.005005845772922735,-0.010309239780572743,-0.015841569449586923,9.06487537055689e-06,-0.001227992902177233,0.004103191656296357,0.00019736813401038944,0.004335798127098611,-0.012432298335092518,-0.0013496204288725444,0.004284282401570749,0.00018113032130440132,0.004618804929490183,-0.0009039330580797866,-0.0006844697020006452,-0.009737213613093432,0.006258958176331708,-0.00020472130072513028,-0.0011581061010391691
